object_id,sha256,source_dataset,asset_path,render_path,caption,split,selection_seed,selection_notes
016e926ade686d9d158c08199ed990299792182e67af7a5ab675e4bd6e0f91e8,016e926ade686d9d158c08199ed990299792182e67af7a5ab675e4bd6e0f91e8,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/016e926ade686d9d158c08199ed990299792182e67af7a5ab675e4bd6e0f91e8.fbx,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/016e926ade686d9d158c08199ed990299792182e67af7a5ab675e4bd6e0f91e8.zip,"A 3D rendered image. Low poly, golden-yellow supercar. Side 3/4 view, slight low angle. Wedge-shaped body, sharp angles, defined character lines. Black roof section. Dark grey, multi-spoke wheels. Rectangular headlights & taillights. Matte finish, minimal reflections. Simple cabin visible. Studio lighting, soft shadows emphasizing form. Rear diffuser visible. Proportionally similar to Lamborghini Countach, but simplified geometry. No chrome. Low detail interior. Flat surfaces, geometric shapes.",train,20260603,
018a0b0e5f8f9c68376a9158d6c9ad7b29bf612381998edf5612e7b6044c6579,018a0b0e5f8f9c68376a9158d6c9ad7b29bf612381998edf5612e7b6044c6579,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/018a0b0e5f8f9c68376a9158d6c9ad7b29bf612381998edf5612e7b6044c6579.gltf,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/018a0b0e5f8f9c68376a9158d6c9ad7b29bf612381998edf5612e7b6044c6579.zip,"A 3D rendered image. Red convertible, low-slung sports car. Side 3/4 view, slight low angle. Aggressive widebody kit, pronounced fender flares. Dark grey multi-spoke wheels. Large rear wing, dual exhaust pipes. Glossy red paint, subtle metallic flake. Black side skirts with purple accent line. Open-top reveals dark interior. Studio lighting highlights body contours, creating soft reflections. Modern, angular design with muscular stance. Details include side mirror, door handles, and panel gaps.",train,20260603,
01cc4d7de4c44127bbc2bf92dffcbb75,01cc4d7de4c44127bbc2bf92dffcbb75,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/01cc4d7de4c44127bbc2bf92dffcbb75.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/01cc4d7de4c44127bbc2bf92dffcbb75.zip,"A 3D rendered image. Low-angle, 3-4 view of a matte grey, compact ATV with roll cage. Blocky, simplified forms. Large, black tires. Rounded front fascia. Situated on a beige, stylized island base with textured sand & sparse vegetation. A small tree with hanging moss dominates the scene. Striped blanket & items nearby. Soft, diffuse studio lighting; minimal shadows. Polygonal style; low-poly aesthetic. Neutral color palette.",train,20260603,
020b0c0a3fb346958ba18697888d965f,020b0c0a3fb346958ba18697888d965f,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/020b0c0a3fb346958ba18697888d965f.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/020b0c0a3fb346958ba18697888d965f.zip,"A 3D rendered image. Low-poly, red sports car, wedge-shaped body. Side 3/4 view, slight low angle. Flat surfaces, minimal detail. Pop-up headlights, rectangular fog lamps. Dark grey wheels with simple spoke design. Teal-blue glass cockpit. Matte red paint, soft studio lighting. Angular rear spoiler. Minimal chrome, simplified geometry. Distinctive low profile.",train,20260603,
026df1452d004461568017b4f5fa3798d84d74b9dce4ba537fe3d4a059f2fe31,026df1452d004461568017b4f5fa3798d84d74b9dce4ba537fe3d4a059f2fe31,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/026df1452d004461568017b4f5fa3798d84d74b9dce4ba537fe3d4a059f2fe31.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/026df1452d004461568017b4f5fa3798d84d74b9dce4ba537fe3d4a059f2fe31.zip,"A 3D rendered image. Vintage race car, 3/4 front view, low angle. Boxy silhouette, dark grey body, exposed chassis. Large diameter spoked wheels, brown tires. Silver fuel tank rear-mounted. Minimal windshield, dual exhaust pipes. Matte surface finish, subtle panel gaps. Interior: orange leather seats, wood steering wheel. Studio lighting highlights form, soft shadows. Rounded fenders, simple headlights. Overall, early 20th-century aesthetic.",train,20260603,
02769e56ed5cffb37c3cd80234ba74b9058d125db8d66e2695f4d591d9338ab9,02769e56ed5cffb37c3cd80234ba74b9058d125db8d66e2695f4d591d9338ab9,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/02769e56ed5cffb37c3cd80234ba74b9058d125db8d66e2695f4d591d9338ab9.fbx,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/02769e56ed5cffb37c3cd80234ba74b9058d125db8d66e2695f4d591d9338ab9.zip,"A 3D rendered image. Isometric high-angle view of a stylized townscape. Red compact car, low-poly, boxy form, simple headlights. Blue van, similar style. Gas station canopy, pale yellow, minimalist pumps. Buildings: white, gray, beige, flat roofs, basic geometry. Ground: brown base, green patches. Matte surfaces, diffused lighting, no shadows. Simplified textures. Focus on geometric shapes & color blocking. Clean, toy-like aesthetic.",train,20260603,
02cc4119c82a4875bda503d18265cf37,02cc4119c82a4875bda503d18265cf37,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/02cc4119c82a4875bda503d18265cf37.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/02cc4119c82a4875bda503d18265cf37.zip,"A 3D rendered image. Low 3-4 view of a minecart. Boxy, wooden-sided car with grey trim & metal supports. Car holds jagged, translucent blue crystals. Large, spoked wheels: brown hub, metallic rim. Rails are grey, wooden support beams below. Matte finish; soft studio lighting highlights form. Simple geometry, cartoon-style textures. Dark background. Emphasis on wheel detailing & crystal sharpness.",train,20260603,
032092efeef1f373e4e2fbcd239f6d20e1d1564a61900c8f16a464d374d8328d,032092efeef1f373e4e2fbcd239f6d20e1d1564a61900c8f16a464d374d8328d,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/032092efeef1f373e4e2fbcd239f6d20e1d1564a61900c8f16a464d374d8328d.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/032092efeef1f373e4e2fbcd239f6d20e1d1564a61900c8f16a464d374d8328d.zip,"A 3D rendered image. Low, 3/4 front view of a white hypercar. Wedge-shaped body, aggressive stance. Sharp angles, low roofline, prominent side intakes. Dark grey multi-spoke wheels w/ red calipers. Minimalist headlights, contrasting black roof. Matte finish, subtle panel gaps. Interior visible through glass: bucket seats. Studio lighting emphasizes form, soft shadows. Lamborghini-esque silhouette, Countach-inspired air intakes. Central roof scoop. Reflective window surfaces.",train,20260603,
0394d802935641b8891478e08d771774,0394d802935641b8891478e08d771774,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/0394d802935641b8891478e08d771774.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/0394d802935641b8891478e08d771774.zip,"A 3D rendered image. Side 3-4 view, low angle. Boxy, short-bed pickup. Deep blue matte finish. Square front fascia, rectangular headlights. Minimal chrome; black trim. 6-spoke alloy wheels, silver. Crew cab with visible seating. Flush door handles. Simple, angular bed shape, red taillights. Soft studio lighting, subtle reflections. Styling evokes 1980s American trucks. Clean surfaces, limited detail. No visible branding.",train,20260603,
03c8dd2fc598b5d812ee0d7f66ba1f4c42482492813dfc3070dd531593c3c1a8,03c8dd2fc598b5d812ee0d7f66ba1f4c42482492813dfc3070dd531593c3c1a8,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/03c8dd2fc598b5d812ee0d7f66ba1f4c42482492813dfc3070dd531593c3c1a8.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/03c8dd2fc598b5d812ee0d7f66ba1f4c42482492813dfc3070dd531593c3c1a8.zip,"A 3D rendered image. Low-poly, red coupe, 3/4 front view, slight low angle. Wedge-shaped body, flat surfaces, minimal detailing. Dark grey wheels, simple headlights/taillights. Matte red paint, subtle specular highlights. Short deck, long hood. Geometric windshield & side windows. Basic door handles, side mirrors. Clean, sharp edges. Overall form suggests early 2000s sports car aesthetic. Untextured grey interior visible. Studio lighting, even illumination.",train,20260603,
03e9310faa2c42e2988e5dc6bceea04b,03e9310faa2c42e2988e5dc6bceea04b,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/03e9310faa2c42e2988e5dc6bceea04b.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/03e9310faa2c42e2988e5dc6bceea04b.zip,"A 3D rendered image. Isometric, high-angle view of a blocky, voxel-style cityscape. Gray base platform; buildings, trees & road constructed from uniform cubic blocks. Road curves, featuring streetlights & a bus stop. Central plaza w/ fountain. Trees are blocky, dark green canopies on brown trunks. Buildings yellow/gray. Matte surfaces, minimal texture. Lighting diffuse, even illumination; soft shadows. Scale miniature, architectural model aesthetic.",train,20260603,
0401db766e3ecb631ae954561b3d19e2a5922f331cb7ff739a7096d2ee3036b1,0401db766e3ecb631ae954561b3d19e2a5922f331cb7ff739a7096d2ee3036b1,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/0401db766e3ecb631ae954561b3d19e2a5922f331cb7ff739a7096d2ee3036b1.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/0401db766e3ecb631ae954561b3d19e2a5922f331cb7ff739a7096d2ee3036b1.zip,"A 3D rendered image. Side 3-4 view, low angle. Teal pickup truck, rounded boxy form. Minimal detailing, simplified surfaces. Small circular headlights, basic taillights. Black wheels, narrow tires. Dark bed cover, chrome side mirrors & bumpers. Single pink sphere atop a thin black antenna. Matte finish, soft studio lighting, subtle highlights. Cartoonish proportions, clean lines, no sharp edges. Focus on volume & color.",train,20260603,
0406bfe8de878e8647b27ec731c709f4fb828ccd6f8ff49784390e5e263e63c7,0406bfe8de878e8647b27ec731c709f4fb828ccd6f8ff49784390e5e263e63c7,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/0406bfe8de878e8647b27ec731c709f4fb828ccd6f8ff49784390e5e263e63c7.obj,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/0406bfe8de878e8647b27ec731c709f4fb828ccd6f8ff49784390e5e263e63c7.zip,"A 3D rendered image. Low-angle 3/4 side view of a grey, clay-model sports car. Wedge-shaped body, sharply angled hood & roofline. Minimal overhangs, prominent rear diffuser integrated with quad exhaust. Circular wheels, flush-mounted. Smooth, matte surfaces; no visible chrome. Studio lighting highlights sharp edges & planar surfaces. Form suggests mid-engine layout, reminiscent of Lamborghini Countach proportions. Defined character line runs length of body. Rear features a small integrated spoiler. Clean, geometric surfacing.",val,20260603,
04298839e6be4d85b799fe64e6ea5d84,04298839e6be4d85b799fe64e6ea5d84,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/04298839e6be4d85b799fe64e6ea5d84.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/04298839e6be4d85b799fe64e6ea5d84.zip,"A 3D rendered image. Classic Italian grand tourer, side 3/4 view, low angle. Red, glossy body with long hood, fastback roofline, & prominent rear haunches. Chrome trim defines window line & exhaust. Silver, multi-spoke wheels w/thin white wall tires. Side intakes w/vertical slats. Rectangular taillights. Simple, rounded headlights. Studio lighting highlights curves; subtle reflections. Satin silver roof contrasts body. Detailed panel gaps.",train,20260603,
0437f3cdfdef48f6bef1f80225ab4c34,0437f3cdfdef48f6bef1f80225ab4c34,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/0437f3cdfdef48f6bef1f80225ab4c34.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/0437f3cdfdef48f6bef1f80225ab4c34.zip,"A 3D rendered image. Red, low-poly BMW E30 3-Series sedan, side 3/4 view, slight low angle. Boxy silhouette, minimal surface detailing. Dark tinted windows & black wheels with simple spoke design. Matte finish, subtle specular highlights. Rear spoiler, small BMW roundel. Rectangular headlights/taillights. Shadow under chassis. Clean, studio lighting, even illumination. Sharp edges, faceted surfaces, simplified geometry.",train,20260603,
044b6acf228ced09790dc106d40cbcf74623960f09d748926af4a2f3352e73da,044b6acf228ced09790dc106d40cbcf74623960f09d748926af4a2f3352e73da,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/044b6acf228ced09790dc106d40cbcf74623960f09d748926af4a2f3352e73da.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/044b6acf228ced09790dc106d40cbcf74623960f09d748926af4a2f3352e73da.zip,"A 3D rendered image. Isometric, high-angle view of a low-poly stylized city. Buildings: red brick, blue glass facade, simple geometric forms. Vehicles: varied colors (yellow, red, purple) & shapes, blocky design. Roads: gray, minimal detail. Trees: conical, green. Lighting: soft, diffuse, even illumination. Materials: matte plastic appearance, limited texture. Base: layered wood texture. Overall: toy-like aesthetic, clean lines, pastel tones.",train,20260603,
046d3e10662d436bb4f25ab16e314827,046d3e10662d436bb4f25ab16e314827,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/046d3e10662d436bb4f25ab16e314827.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/046d3e10662d436bb4f25ab16e314827.zip,"A 3D rendered image. Side 3-4 view, low angle. Bubble-shaped, pink convertible body w/ exaggerated fins & yellow interior. Chrome detailing accents fenders & roofline. Distinctive, stylized banana-shaped protrusions flank the headlights.  Wheels are spoked, yellow-gold. Parasol centered behind seats, pale purple canopy. Matte surface finish; soft studio lighting emphasizes curves. Playful, retro-futuristic aesthetic. Minimal shadowing. Smooth, rounded forms. Color palette: pink, yellow, chrome, purple.",train,20260603,
04810327a929d31b089f056135452b075df4ce19f70f3c97826262c131d3e958,04810327a929d31b089f056135452b075df4ce19f70f3c97826262c131d3e958,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/04810327a929d31b089f056135452b075df4ce19f70f3c97826262c131d3e958.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/04810327a929d31b089f056135452b075df4ce19f70f3c97826262c131d3e958.zip,"A 3D rendered image. Dark purple Rolls-Royce Drophead Coupe, side 3/4 view, low angle. Long hood, fastback roofline, prominent chrome window trim. Polished alloy wheels w/ detailed spokes. Cream interior, visible seating for four. Glossy paint, studio lighting highlights curvature. Minimal chrome accents. Rectangular taillights. Smooth body surfaces, subtle fender flares. Soft-top retracted, revealing interior. Emphasis on Rolls-Royce’s stately proportions & luxurious detailing.",val,20260603,
04d81391b0f245c89e68d21a6165e638,04d81391b0f245c89e68d21a6165e638,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/04d81391b0f245c89e68d21a6165e638.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/04d81391b0f245c89e68d21a6165e638.zip,"A 3D rendered image. High-angle, 3-4 view. Blocky, low-poly vehicles (red, pink, yellow, grey) parked before a simple, grey stone building. Minimal detail; flat, matte surfaces. Cars lack defined headlights/grilles. Wheels are solid discs. Even, diffuse lighting; shadows are soft & minimal. Building has rectangular windows, basic cornice. Composition emphasizes spatial arrangement; geometric forms dominate. Render style: architectural visualization.",train,20260603,
04d85ea301fcb9e10a3e4db3b4e048a9e3a7381cb3ba85e2c397385c894ce6cf,04d85ea301fcb9e10a3e4db3b4e048a9e3a7381cb3ba85e2c397385c894ce6cf,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/04d85ea301fcb9e10a3e4db3b4e048a9e3a7381cb3ba85e2c397385c894ce6cf.fbx,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/04d85ea301fcb9e10a3e4db3b4e048a9e3a7381cb3ba85e2c397385c894ce6cf.zip,"A 3D rendered image. Side 3-4 view, low angle. Boxy sedan, simplified geometry. Mustard yellow matte body, sharp planar surfaces. Rectangular headlights/taillights, silver trim. Dark grey windows/interior. Small black wheels, minimal detail. Soft studio lighting, even illumination. Faceted surfaces suggest low-poly modeling. Door handles, simple chrome. Angular greenhouse, upright A-pillar. No visible reflections, uniform material finish. Proportions suggest a 1970s-80s European sedan.",train,20260603,
0530aa8fa4b74427a71c961a5bdd7087,0530aa8fa4b74427a71c961a5bdd7087,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/0530aa8fa4b74427a71c961a5bdd7087.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/0530aa8fa4b74427a71c961a5bdd7087.zip,"A 3D rendered image. Side 3/4 view, slight low angle. Silver-grey Porsche 959. Wedge-shaped profile, sloping roofline, prominent rear haunches. Distinctive 5-spoke alloy wheels. Flush windows, minimal chrome. Rear features horizontal louvered engine cover & integrated tail lights. Matte surface finish. Studio lighting accentuates body contours. Low poly, simplified detailing. Key features: rear intake, side mirror shape, wheel design. Proportionally similar to a classic GT.",train,20260603,
0563c6e7a4ac4f02b6914f4f6e32b7fa,0563c6e7a4ac4f02b6914f4f6e32b7fa,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/0563c6e7a4ac4f02b6914f4f6e32b7fa.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/0563c6e7a4ac4f02b6914f4f6e32b7fa.zip,"A 3D rendered image. Side 3-4 view, slight low angle. Boxy, vintage pickup truck; sandy-beige matte body, red bed interior. Rectangular headlights, simple chrome bumpers. Small wheels w/ dark gray tires. Visible wear/dirt texture, chipped paint. Minimal detailing; flat surfaces, basic geometry. Studio lighting highlights surface imperfections. Red vertical exhaust pipe. Cab forward proportions. Window glass is reflective but neutral. Overall, a toy-like, worn aesthetic.",train,20260603,
057472b3dedf45bd8182ac9da67f15bc,057472b3dedf45bd8182ac9da67f15bc,CarCaption3K,/home/damian/Projects/datasets/CarCaptionData/car_meshes_trellis_aesthetics_65/057472b3dedf45bd8182ac9da67f15bc.glb,/home/damian/Projects/datasets/CarCaptionData/CarCaptionData_renders/057472b3dedf45bd8182ac9da67f15bc.zip,"A 3D rendered image. Side 3/4 view, low angle. Wedge-shaped sports car, vivid red matte finish. Angular body, sharply defined edges, boxy rear. Black alloy wheels, thin spoke design. Rectangular headlights/taillights. Large rear wing, integrated vents. Minimal detailing, simplified surfaces. Studio lighting highlights form, soft shadows.  No reflections. Low poly aesthetic.  Aggressive stance, reminiscent of 80s supercar designs.  Flat glass cabin, visible interior structure.  Prominent black air intakes.",train,20260603,
